pair_id,condition,branch_turn,turn,iv1,belief_category,target_llm,is_control,sim_belief,sim_char
cell-iv1-emotional__iv2-none__belief-bias-0016__model-gpt-5.3-chat,noref,1,7,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.544964,0.357472
cell-iv1-emotional__iv2-none__belief-bias-0016__model-gpt-5.3-chat,noref,1,8,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.494494,0.364599
cell-iv1-emotional__iv2-none__belief-bias-0016__model-gpt-5.3-chat,original,1,1,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.62385,0.226683
cell-iv1-emotional__iv2-none__belief-bias-0016__model-gpt-5.3-chat,original,1,2,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.471303,0.369072
cell-iv1-emotional__iv2-none__belief-bias-0016__model-gpt-5.3-chat,original,1,3,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.401666,0.412528
cell-iv1-emotional__iv2-none__belief-bias-0016__model-gpt-5.3-chat,original,1,4,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.331504,0.438019
cell-iv1-emotional__iv2-none__belief-bias-0016__model-gpt-5.3-chat,original,1,5,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.423366,0.4309
cell-iv1-emotional__iv2-none__belief-bias-0016__model-gpt-5.3-chat,original,1,6,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.346536,0.427126
cell-iv1-emotional__iv2-none__belief-bias-0016__model-gpt-5.3-chat,original,1,7,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.062085,0.505144
cell-iv1-emotional__iv2-none__belief-bias-0016__model-gpt-5.3-chat,original,1,8,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.381747,0.430377
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,noref,1,1,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.6786,0.211489
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,noref,1,2,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.481109,0.300539
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,noref,1,3,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.266089,0.295901
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,noref,1,4,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.267375,0.328156
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,noref,1,5,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.285739,0.360505
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,noref,1,6,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.3335,0.342985
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,noref,1,7,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.291754,0.315397
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,noref,1,8,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.458009,0.316378
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,original,1,1,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.555298,0.36604
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,original,1,2,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.188205,0.341602
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,original,1,3,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.197324,0.420668
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,original,1,4,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.194039,0.372222
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,original,1,5,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.204686,0.363437
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,original,1,6,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.233427,0.33332
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,original,1,7,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.199851,0.334382
cell-iv1-emotional__iv2-none__belief-bias-0017__model-gemini-3-flash,original,1,8,emotional,bias,openrouter/google/gemini-3-flash-preview,False,0.437589,0.375667
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,noref,1,1,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.612523,0.236848
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,noref,1,2,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.507161,0.412967
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,noref,1,3,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.212527,0.46314
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,noref,1,4,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.350551,0.465021
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,noref,1,5,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.424761,0.428723
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,noref,1,6,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.29119,0.414233
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,noref,1,7,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.171673,0.422056
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,noref,1,8,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.170064,0.414024
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,original,1,1,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.640059,0.358322
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,original,1,2,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.309337,0.45921
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,original,1,3,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.311558,0.523464
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,original,1,4,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.275313,0.530547
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,original,1,5,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.378238,0.475682
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,original,1,6,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.329203,0.439273
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,original,1,7,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.128623,0.454995
cell-iv1-emotional__iv2-none__belief-bias-0020__model-claude-sonnet-4.6,original,1,8,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.13671,0.468148
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,noref,1,1,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.681837,0.286796
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,noref,1,2,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.457245,0.415528
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,noref,1,3,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.296515,0.457442
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,noref,1,4,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.241457,0.479419
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,noref,1,5,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.155074,0.514141
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,noref,1,6,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.168648,0.473696
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,noref,1,7,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.162423,0.460511
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,noref,1,8,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.021962,0.493304
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,original,1,1,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.522351,0.344357
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,original,1,2,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.339858,0.462411
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,original,1,3,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.308741,0.487015
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,original,1,4,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.04062,0.491719
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,original,1,5,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.209498,0.481125
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,original,1,6,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.051899,0.481638
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,original,1,7,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.036999,0.507157
cell-iv1-emotional__iv2-none__belief-bias-0028__model-claude-sonnet-4.6,original,1,8,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.03268,0.528277
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,noref,8,1,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.680473,0.263566
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,noref,8,2,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.463705,0.406598
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,noref,8,3,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.374188,0.410092
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,noref,8,4,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.286191,0.384847
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,noref,8,5,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.266569,0.420378
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,noref,8,6,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.318481,0.365106
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,noref,8,7,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.306084,0.386628
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,noref,8,8,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.272354,0.35482
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,original,8,1,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.680473,0.263566
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,original,8,2,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.463705,0.406598
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,original,8,3,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.374188,0.410092
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,original,8,4,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.286191,0.384847
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,original,8,5,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.266569,0.420378
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,original,8,6,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.318481,0.365106
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,original,8,7,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.306084,0.386628
cell-iv1-emotional__iv2-none__belief-bias-0038__model-claude-sonnet-4.6,original,8,8,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.52011,0.335676
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,noref,7,1,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.551142,0.174465
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,noref,7,2,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.401017,0.411852
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,noref,7,3,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.134648,0.402424
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,noref,7,4,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.206262,0.325799
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,noref,7,5,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.225038,0.319613
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,noref,7,6,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.181917,0.343575
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,noref,7,7,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.161196,0.38058
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,noref,7,8,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.358012,0.379646
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,original,7,1,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.551142,0.174465
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,original,7,2,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.401017,0.411852
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,original,7,3,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.134648,0.402424
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,original,7,4,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.206262,0.325799
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,original,7,5,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.225038,0.319613
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,original,7,6,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.181917,0.343575
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,original,7,7,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.427646,0.342782
cell-iv1-emotional__iv2-none__belief-bias-0042__model-claude-sonnet-4.6,original,7,8,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.221239,0.395544
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,noref,6,1,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.592615,0.204552
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,noref,6,2,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.233422,0.29485
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,noref,6,3,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.147478,0.400076
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,noref,6,4,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.272691,0.361633
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,noref,6,5,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.127536,0.396464
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,noref,6,6,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.138932,0.395462
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,noref,6,7,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.329557,0.410161
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,noref,6,8,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.100322,0.407438
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,original,6,1,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.592615,0.204552
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,original,6,2,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.233422,0.29485
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,original,6,3,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.147478,0.400076
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,original,6,4,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.272691,0.361633
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,original,6,5,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.127536,0.396464
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,original,6,6,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.407598,0.365255
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,original,6,7,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.462212,0.383403
cell-iv1-emotional__iv2-none__belief-bias-0042__model-gpt-5.3-chat,original,6,8,emotional,bias,openrouter/openai/gpt-5.3-chat,False,0.108118,0.458948
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,noref,1,1,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.662999,0.154098
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,noref,1,2,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.594105,0.346788
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,noref,1,3,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.271126,0.40108
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,noref,1,4,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.322241,0.500696
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,noref,1,5,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.213449,0.46128
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,noref,1,6,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.330931,0.416902
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,noref,1,7,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.319767,0.421404
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,noref,1,8,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.100889,0.488029
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,original,1,1,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.671033,0.195569
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,original,1,2,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.295477,0.389114
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,original,1,3,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.194515,0.386764
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,original,1,4,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.157522,0.470044
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,original,1,5,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.057947,0.462861
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,original,1,6,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.109807,0.399986
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,original,1,7,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.096875,0.394163
cell-iv1-emotional__iv2-none__belief-bias-0048__model-claude-sonnet-4.6,original,1,8,emotional,bias,openrouter/anthropic/claude-sonnet-4.6,False,0.186672,0.422334
